"sName","Location","Manag","Soil","Crop","Pyear","Pdoy","dtEMR","R0","R1","R2","R3","R4","R5","R6","R7","R8","MSNN","MXLAI","R5ANTDM","WTOP","WGRN","HI","IPASW","CRAIN","CIRGW","IRGNO","ATSWSL","CRUNOF","CE","CTR","CDRAIN","ET","EoverET","NLF","NST","NVEG","NGRN","CNUP","CUMBNF","ISOLN","CNFERT","CNMIN","CNSOL","CNVOL","CNLEACH","CNDNIT","MATYP","SRAINT","MTMINT","MTMAXT","SSRADT","SUMETT","SRAIN2","MTMIN2","MTMAX2","SSRAD2","SUMET2","SRAIN3","MTMIN3","MTMAX3","SSRAD3","SUMET3","Ywet"
"MV-RFD-ELY-check","Mount Vernon","MO-RFD-ELY","Soil_149","Soybean-MG4",1990,128,10,-9,78,-9,91,-9,104,-9,141,180,32.0260149608025,7.14412032800236,681.299814606472,811.178275982655,270.565711857496,0.333546545646498,359.766956002485,711.68,0,0,318.34431590165,86.0759916147787,215.781592033114,309.195558914944,131.542557220884,524.977150948059,0.411030445122104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,709.9,14.0256983240223,26.8525139664804,3474.58,522.661731066787,413.23,15.9495145631068,27.5961165048544,2205.2,396.757270558932,296.67,11.4184210526316,25.8447368421053,1269.38,125.904460507855,3109.9507110057
"MV-RFD-ELY-check","Mount Vernon","MO-RFD-ELY","Soil_149","Soybean-MG4",1991,128,7,-9,67,-9,83,-9,94,-9,138,171,33.1336919798972,8.48213061002248,703.728641685189,865.638958895984,307.960770872214,0.355761218585841,359.766956002485,404.87,0,0,267.116536184207,34.5700208608763,100.798619110721,350.852961867224,0,451.651580977945,0.223177828565252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,394.2,15.5470588235294,28.2811764705882,3484.02,446.569342026023,175.51,18.2569892473118,30.2967741935484,2158.02,343.229027129139,218.69,12.274025974026,25.8467532467532,1326,103.340314896884,3539.77897554269
"MV-RFD-ELY-check","Mount Vernon","MO-RFD-ELY","Soil_149","Soybean-MG4",1992,128,9,-9,85,-9,102,-9,115,-9,196,238,29.6941670208828,13.8813239424497,1159.21899839397,1481.90172466181,574.56225616987,0.387719540781959,359.766956002485,1013.93,0,0,359.353734727608,150.916677460359,202.007543634004,484.660026284334,169.072728704731,686.667569918338,0.29418535618047,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1013.93,9.60886075949368,20.7383966244726,3528.18,681.38266836302,464.02,15.0166666666667,25.8017543859649,2241.57,501.608888005681,549.91,4.59674796747967,16.0455284552846,1286.61,179.77378035734,6604.1638640215
"MV-RFD-ELY-check","Mount Vernon","MO-RFD-ELY","Soil_149","Soybean-MG4",1993,128,9,-9,82,-9,96,-9,106,-9,163,238,30.7753275456487,13.1142468441664,1062.1918331691,1254.08379190871,424.768183426851,0.338707976426644,359.766956002485,1168.89,0,0,359.758118414257,277.521147807026,267.481984663172,439.436017036466,176.428699108263,706.918001699638,0.37837766759379,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1168.89,9.75485232067509,21.0717299578059,3729.14,700.59130644907,461.78,16.6371428571429,27.4580952380952,2204.1,530.47881304315,707.11,4.28030303030304,15.9916666666667,1525.04,170.112493405919,4882.39291295231
"MV-RFD-ELY-check","Mount Vernon","MO-RFD-ELY","Soil_149","Soybean-MG4",1994,128,8,-9,73,-9,89,-9,103,-9,153,238,33.0313045726229,8.15325603454092,679.49816656119,999.968356633804,431.988200933136,0.432001870926535,359.766956002485,683,0,0,359.043406607877,107.793370437611,148.433961968887,381.210752172575,35.6115171846289,529.644714141462,0.280251946268347,0,0,0,0,0,0,0,0,0,0,0,0,0,4,678.94,10.5645569620253,22.7565400843882,3879.46,525.391745310212,175.76,15.8686274509804,28.7647058823529,2367.54,347.008773449664,503.18,6.55703703703704,18.217037037037,1511.92,178.382971860549,4965.38161992111
"MV-RFD-ELY-check","Mount Vernon","MO-RFD-ELY","Soil_149","Soybean-MG4",1995,128,9,-9,79,-9,92,-9,102,-9,143,166,30.979986606589,9.50302434182356,841.88507484126,854.389839928706,196.709662981485,0.230234084944057,359.766956002485,506.2,0,0,192.161484285099,43.4433259351847,188.91394018211,308.631542603379,122.515320559341,497.545482785489,0.37969180048522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,462.51,15.2842424242424,27.2460606060606,3227.61,494.546911521582,394.96,16.6693069306931,27.6663366336634,2127.13,454.427707586809,67.55,13.0984375,26.5828125,1100.48,40.1192039347726,2261.03060898258
"MV-RFD-ELY-check","Mount Vernon","MO-RFD-ELY","Soil_149","Soybean-MG4",1996,128,9,-9,76,-9,91,-9,103,-9,148,238,31.5074811084487,9.52982533721017,865.432267441661,964.243141516531,288.095899351434,0.298779308814502,359.766956002485,839.74,0,0,360.103902299132,123.884941867012,206.490653757177,349.202292561188,149.833219522432,555.692946318365,0.371591280985732,0,0,0,0,0,0,0,0,0,0,0,0,0,4,835.42,10.0400843881857,21.7447257383966,3849.03,554.756400205026,302.79,16.5450980392157,27.8901960784314,2207.93,430.051748354537,532.63,5.12518518518518,17.1014814814815,1641.1,124.704651850489,3311.44711898199
"MV-RFD-ELY-check","Mount Vernon","MO-RFD-ELY","Soil_149","Soybean-MG4",1997,128,11,-9,81,-9,96,-9,111,-9,154,238,31.0739988569473,8.2645507139458,972.042577687601,1188.17778502331,410.927805928851,0.345847070285687,359.766956002485,714.68,0,0,348.35905318972,75.7279980599053,177.193595756954,434.100296661848,28.3885116854426,611.293892418802,0.289866458596248,0,0,0,0,0,0,0,0,0,0,0,0,0,4,687.76,9.84430379746834,21.0535864978903,3964.12,606.081337187228,370.56,14.9718181818182,26.95,2480.98,458.731652044022,317.2,5.40314960629922,15.9464566929134,1483.14,147.349685143205,4723.30811412472
"MV-RFD-ELY-check","Mount Vernon","MO-RFD-ELY","Soil_149","Soybean-MG4",1998,128,7,-9,71,-9,87,-9,102,-9,136,160,33.2989065537338,13.5462944744477,1140.09036074795,1192.91314595333,300.151743474684,0.251612403210474,359.766956002485,600.46,0,0,281.054952838011,74.9901458770119,165.796849741106,419.225444796031,9.81538740363614,585.022294537137,0.283402617796443,0,0,0,0,0,0,0,0,0,0,0,0,0,1,600.46,17.2861635220126,28.8974842767296,3280.52,577.634606766989,412.76,18.1356435643564,29.3019801980198,2249.42,503.009402120267,187.7,15.8068965517241,28.1931034482759,1031.1,74.6252046467211,3450.0200399389
"MV-RFD-ELY-check","Mount Vernon","MO-RFD-ELY","Soil_149","Soybean-MG4",1999,128,8,-9,79,-9,90,-9,101,-9,143,174,31.4194972955672,8.20438011630251,757.363822760456,817.209110949303,226.237363027397,0.276841459543434,359.766956002485,295.16,0,0,192.290504578392,6.02167871131148,149.153723423325,296.323437835404,0,445.47716125873,0.334817890555556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,295.16,13.9219653179191,27.2878612716763,3556.63,439.665249416094,196.85,16.629,28.419,2293.07,376.865235752569,98.31,10.213698630137,25.7383561643836,1263.56,62.8000136635249,2600.42946008503
